Company Name,number_of_employees,company_description,revenue_growth_percentage,industry,lead_converted,revenue_amount_aed,founded_year
Yozio,90,"Yozio is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",0.31,Healthcare,False,11069259,1903
Rhynyx,34,Rhynyx is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,71.8,Education,False,36705203,1941
Brainbox,39,"Brainbox is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",57.66,Healthcare,True,35422781,1938
Trilia,78,"Trilia specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",86.15,Manufacturing,True,37386341,1904
Devpoint,76,"Devpoint offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",65.59,Technology,True,28644529,1971
Izio,69,"Izio specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",81.03,Manufacturing,False,4008741,1906
Minyx,24,"Minyx provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",13.23,Finance,False,32599835,2015
Voonyx,72,"Voonyx provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",60.6,Finance,True,14367099,1941
Eazzy,14,Eazzy is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,6.47,Education,True,42142678,1978
Voomm,11,"Voomm specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",57.26,Manufacturing,True,40927078,1942
Zoovu,94,"Zoovu specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",29.76,Manufacturing,False,10048392,1912
Jabberbean,43,"Jabberbean is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",75.61,Hospitality,True,34965811,1950
Skajo,12,"Skajo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",2.92,Hospitality,False,32561098,1967
Rhybox,40,"Rhybox is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",39.27,Healthcare,True,42662510,1924
Fliptune,36,"Fliptune offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",1.36,Technology,True,10359994,1918
Voonder,36,"Voonder specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",49.87,Manufacturing,False,35759072,2004
Fivebridge,91,Fivebridge is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,36.43,Education,False,32608737,1978
Zoonder,52,Zoonder is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,50.59,Education,False,29754745,2015
Mydo,16,"Mydo is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",88.55,Healthcare,False,3052966,1995
Cogibox,87,"Cogibox is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",62.71,Hospitality,False,22861138,1913
Edgewire,53,"Edgewire specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",35.08,Manufacturing,False,42890528,1909
Realmix,19,"Realmix is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",60.72,Hospitality,True,30145630,1974
Yambee,54,"Yambee provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",65.59,Finance,False,46419473,1919
Jatri,57,"Jatri offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",10.04,Technology,True,42633313,2015
Yotz,76,"Yotz offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",74.32,Retail,False,29342078,1948
Linkbuzz,28,"Linkbuzz offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",45.88,Retail,False,23742956,1986
Bluejam,82,"Bluejam provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",87.46,Finance,True,10328072,1929
Topicshots,21,"Topicshots specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",7.35,Manufacturing,False,47469465,1923
Kwideo,76,"Kwideo is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",69.93,Healthcare,True,28532538,1961
Yambee,71,Yambee is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,1.8,Education,True,13890704,1945
Feedfish,11,"Feedfish specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",67.14,Manufacturing,False,4401043,1957
Mydeo,34,Mydeo is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,97.12,Education,True,39222043,1998
Babbleset,46,Babbleset is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,12.64,Education,False,20714725,2002
Thoughtbeat,40,"Thoughtbeat specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",37.18,Manufacturing,False,45486015,1941
Trudoo,98,"Trudoo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",86.07,Manufacturing,True,29229525,1972
Thoughtsphere,55,"Thoughtsphere offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",6.07,Retail,False,42553321,1962
Roodel,64,Roodel is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,92.07,Education,True,33203317,1949
BlogXS,85,"BlogXS offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",84.34,Technology,False,5419415,1988
Oyope,97,"Oyope offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",29.94,Technology,False,34511002,1980
Gigabox,63,"Gigabox is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",24.11,Healthcare,False,10271595,1970
Kwilith,66,"Kwilith specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",93.35,Manufacturing,False,7214394,1904
Brainsphere,95,"Brainsphere offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",80.54,Technology,False,12269802,1947
Jazzy,56,"Jazzy is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",57.2,Healthcare,True,25865559,1912
Ooba,14,"Ooba provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",54.88,Transportation,True,9944741,2017
Yozio,16,"Yozio specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",19.34,Manufacturing,False,43402514,1979
Mybuzz,99,"Mybuzz specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",54.06,Manufacturing,False,26922657,2016
Trudeo,67,"Trudeo provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",63.15,Transportation,True,49292007,1933
Teklist,59,"Teklist specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",12.29,Manufacturing,False,22539369,2023
Jabbertype,41,"Jabbertype offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",46.91,Retail,False,32522973,1934
Zazio,85,"Zazio offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",74.35,Retail,False,36551048,1903
Brainverse,91,"Brainverse is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",52.83,Healthcare,False,32543184,1962
Devpulse,55,"Devpulse is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",51.57,Healthcare,False,22279174,1957
Midel,48,"Midel specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",42.53,Manufacturing,False,13065035,1917
Topdrive,85,"Topdrive offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",93.42,Technology,True,31945044,1943
Dynabox,71,"Dynabox offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",43.81,Technology,True,12611507,1986
Snaptags,98,"Snaptags specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",3.28,Manufacturing,False,8442866,1949
Meejo,93,"Meejo provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",93.43,Finance,True,14522026,2007
Realblab,86,"Realblab offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",79.02,Technology,False,39052262,1967
Zoomzone,53,"Zoomzone offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",97.15,Retail,False,41664810,1921
Meezzy,47,"Meezzy offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",30.16,Retail,True,22682774,1939
Devpulse,27,Devpulse is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,61.05,Education,True,32155977,1923
Jabbertype,33,"Jabbertype specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",86.46,Manufacturing,False,41823963,2016
Youspan,28,"Youspan offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",76.88,Retail,True,46084907,1930
Babbleset,36,"Babbleset is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",70.05,Healthcare,False,4955429,2011
Yakijo,57,"Yakijo is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",49.33,Healthcare,False,28021095,1949
Quimm,61,"Quimm provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",15.96,Transportation,False,14638784,1959
Edgepulse,65,"Edgepulse offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",70.36,Retail,True,47630184,2023
Demimbu,75,"Demimbu is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",4.13,Hospitality,True,12028624,2001
Feedbug,94,"Feedbug offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",4.72,Technology,True,24003610,1924
Kaymbo,48,"Kaymbo is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",13.43,Healthcare,False,24175689,2020
Kimia,70,"Kimia provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",5.03,Transportation,False,8598019,1980
Riffpedia,34,"Riffpedia offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",81.65,Retail,False,43956538,1971
Divape,83,"Divape is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",9.9,Hospitality,True,23041178,1943
Dabvine,65,"Dabvine provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",88.24,Finance,False,41112431,1911
Jatri,39,"Jatri is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",41.1,Healthcare,False,49549190,1947
Twitterwire,65,"Twitterwire provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",18.98,Transportation,False,22738561,1909
Ooba,22,"Ooba provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",54.07,Transportation,True,18207041,2009
Dynabox,95,"Dynabox is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",73.6,Healthcare,True,40479390,2012
Aimbo,56,"Aimbo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",44.44,Manufacturing,True,44449502,1937
Meeveo,26,"Meeveo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",49.18,Retail,False,3827158,1949
Yadel,85,"Yadel is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",78.11,Healthcare,True,9758926,2010
Skilith,72,"Skilith offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",42.4,Technology,True,32387285,1958
Innojam,90,"Innojam offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",62.53,Technology,False,17756708,1977
Voomm,58,"Voomm offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",82.81,Technology,False,19488972,1955
Thoughtmix,43,"Thoughtmix offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",81.32,Technology,False,49082768,2008
Divanoodle,37,"Divanoodle is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",53.26,Hospitality,False,22904314,1958
Buzzster,38,"Buzzster provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",99.78,Finance,False,14816235,1932
Mynte,32,"Mynte provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",97.23,Transportation,False,41286347,1911
Miboo,29,"Miboo provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",44.0,Transportation,False,15958570,2016
InnoZ,87,"InnoZ provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",16.54,Finance,False,9039214,1902
Brainlounge,73,"Brainlounge provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",79.31,Finance,True,43223429,1943
Twitternation,91,"Twitternation provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",49.93,Finance,False,3916847,1913
Eidel,38,"Eidel provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",21.05,Finance,True,28516319,1922
Gabtune,79,"Gabtune offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",34.02,Retail,False,21797794,2000
Fliptune,28,"Fliptune is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",91.98,Healthcare,False,13896234,1930
Einti,17,"Einti offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",29.61,Retail,False,43778530,1974
JumpXS,70,"JumpXS specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",32.47,Manufacturing,True,29049068,1944
Avaveo,40,Avaveo is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,79.44,Education,False,24977167,1930
Linkbuzz,74,"Linkbuzz is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",86.37,Hospitality,False,38723789,1912
Tagopia,36,Tagopia is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,35.88,Education,True,34115242,2014
Buzzdog,91,"Buzzdog provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",46.42,Finance,False,21958487,1915
Devbug,99,"Devbug offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",46.09,Technology,True,29696398,1900
Kare,11,"Kare is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",39.36,Hospitality,False,46493342,1947
Tanoodle,68,"Tanoodle offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",10.37,Technology,True,32423647,1955
Feednation,70,Feednation is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,89.87,Education,True,14662920,2018
Livetube,75,"Livetube is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",25.95,Healthcare,True,3634941,1936
Mymm,95,"Mymm provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",14.71,Transportation,False,31564970,2019
Avaveo,92,"Avaveo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",15.33,Hospitality,True,29228369,1961
Jabberstorm,58,"Jabberstorm provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",41.07,Finance,False,39016126,2014
Mydeo,50,"Mydeo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",98.94,Retail,False,32917348,1954
Tavu,58,Tavu is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,66.74,Education,False,9121930,1944
Eimbee,42,"Eimbee provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",82.28,Finance,False,22206839,1912
Meezzy,75,"Meezzy offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",92.17,Retail,True,11026065,1952
Yoveo,34,"Yoveo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",13.82,Hospitality,True,16610377,1967
Twitterwire,49,"Twitterwire offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",81.86,Technology,False,18140571,1982
Yombu,63,"Yombu offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",89.92,Technology,False,23985930,1955
Fivechat,41,"Fivechat is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",17.47,Healthcare,False,20712431,1961
Flipbug,84,"Flipbug is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",50.14,Healthcare,False,6873851,1977
Voonte,29,Voonte is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,4.09,Education,True,33009847,2002
Edgeclub,63,"Edgeclub offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",96.51,Retail,False,43388301,1967
Kwinu,70,Kwinu is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,60.31,Education,False,44899552,1902
Skyble,34,"Skyble is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",83.41,Healthcare,False,38680333,1927
Zoomdog,87,Zoomdog is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,94.97,Education,False,26379326,1998
Browsezoom,97,"Browsezoom offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",43.04,Retail,False,5996395,1978
Quimba,35,"Quimba is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",52.01,Healthcare,False,14146094,1991
Browsetype,37,Browsetype is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,74.4,Education,True,29960953,1976
Blogtags,97,"Blogtags is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",11.39,Hospitality,False,23844994,1966
Blogtag,83,"Blogtag provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",11.84,Transportation,False,38953437,1981
Trunyx,89,Trunyx is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,73.2,Education,True,43707134,1914
Ozu,84,"Ozu offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",44.06,Retail,False,43763441,1936
Twinte,57,"Twinte is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",65.92,Healthcare,True,12126570,1973
Eimbee,84,"Eimbee offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",9.93,Technology,False,49208497,1941
Edgeclub,44,"Edgeclub is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",41.68,Healthcare,False,9094616,1932
Digitube,79,"Digitube offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",82.83,Technology,True,35676589,1983
Dabfeed,65,"Dabfeed specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",58.38,Manufacturing,False,42760186,1987
Wordtune,27,"Wordtune offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",94.29,Technology,True,32449603,1905
Divape,17,"Divape offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",26.91,Technology,True,24749054,2002
Demimbu,18,"Demimbu provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",33.0,Transportation,False,22477049,2018
Innojam,52,"Innojam offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",63.63,Retail,True,5405415,1977
Devpoint,59,"Devpoint is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",20.73,Healthcare,False,31753360,1927
Ooba,80,"Ooba specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",9.11,Manufacturing,False,45897070,1963
Photojam,29,"Photojam provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",38.85,Transportation,False,23455592,2000
Skyba,77,"Skyba specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",32.56,Manufacturing,True,31794233,1928
Centidel,43,Centidel is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,83.91,Education,True,24378744,1997
Lazzy,93,"Lazzy offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",95.23,Retail,True,25689644,1908
Mymm,33,"Mymm provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",20.76,Finance,False,22574552,1918
Izio,17,"Izio is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",4.8,Healthcare,False,28266063,1935
Zava,38,"Zava offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",78.27,Technology,True,48046166,1948
Topicstorm,50,"Topicstorm specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",74.52,Manufacturing,False,29531375,1967
Rhycero,94,"Rhycero is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",11.93,Healthcare,False,13315939,1916
Dablist,35,"Dablist provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",83.7,Finance,False,2218521,1959
Flashspan,100,"Flashspan specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",7.5,Manufacturing,True,4845978,1910
Divape,25,"Divape provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",13.04,Finance,False,14697946,1962
Realpoint,48,Realpoint is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,10.05,Education,True,17886118,1981
Tagpad,73,Tagpad is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,88.56,Education,True,8333212,1964
Oba,54,"Oba offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",95.55,Technology,False,21239198,2013
Meembee,89,"Meembee is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",82.45,Hospitality,False,38423535,1958
Blogtag,93,"Blogtag is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",18.61,Hospitality,True,41549528,2005
Voolia,79,"Voolia specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",44.09,Manufacturing,True,18737429,1965
Jayo,53,"Jayo offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",64.57,Technology,True,39657517,1978
Kazu,98,"Kazu is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",84.33,Hospitality,True,14444799,1919
Realbridge,56,"Realbridge offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",88.93,Retail,True,11820304,1954
Jabbersphere,18,"Jabbersphere provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",34.81,Finance,True,10683412,1903
Zoovu,68,"Zoovu is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",58.01,Hospitality,False,5494607,1924
Brainbox,70,"Brainbox is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",75.43,Healthcare,True,24101023,1941
Tazzy,20,Tazzy is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,88.02,Education,False,29421260,1935
Teklist,19,"Teklist is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",26.4,Hospitality,False,24369975,1924
Gigaclub,29,"Gigaclub specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",20.97,Manufacturing,True,37649523,2017
DabZ,60,"DabZ is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",29.27,Healthcare,False,42188256,1910
Devcast,61,"Devcast is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",23.18,Hospitality,True,24323040,1936
Dynabox,26,"Dynabox specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",15.78,Manufacturing,False,27842340,1969
Pixope,69,"Pixope provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",96.65,Finance,True,7060935,1997
Dynabox,55,"Dynabox is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",53.54,Hospitality,False,14464228,1918
Edgeclub,65,"Edgeclub offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",11.37,Technology,False,24185794,1914
Buzzshare,90,"Buzzshare is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",84.65,Hospitality,True,38068300,1968
Bluezoom,52,"Bluezoom offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",93.31,Retail,True,43589992,2003
Quire,38,"Quire specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",68.88,Manufacturing,True,34231574,1992
Topicware,34,"Topicware is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",68.67,Hospitality,True,29185083,1905
Meevee,23,"Meevee specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",74.1,Manufacturing,False,40861622,1940
Edgeify,94,"Edgeify provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",47.25,Finance,False,42957475,1900
Rhycero,48,"Rhycero provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",36.32,Finance,False,33241138,1985
Viva,88,"Viva is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",84.08,Healthcare,False,33324156,1994
Tagpad,83,"Tagpad is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",51.08,Hospitality,False,24083459,1978
Twitterworks,84,"Twitterworks provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",84.36,Transportation,True,28069942,1902
Camimbo,11,"Camimbo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",53.75,Manufacturing,False,33343918,2006
Skipfire,39,"Skipfire provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",19.89,Transportation,False,48778035,1951
Kamba,79,Kamba is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,79.1,Education,True,45547891,1999
Quimm,71,"Quimm offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",57.67,Technology,False,41441706,1928
Snaptags,17,"Snaptags provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",82.24,Transportation,True,8255422,1969
Trunyx,69,"Trunyx provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",28.39,Transportation,True,21317139,2000
Thoughtstorm,93,"Thoughtstorm provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",28.4,Transportation,True,16223409,1960
Dynazzy,78,Dynazzy is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,93.24,Education,True,45496335,1906
Livetube,79,"Livetube is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",77.97,Hospitality,False,8479556,1969
Dabfeed,35,"Dabfeed is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",29.47,Hospitality,True,14214422,1919
Devshare,56,Devshare is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,12.37,Education,True,13744227,1917
Thoughtbridge,44,"Thoughtbridge offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",78.57,Retail,True,9946155,2022
Flashspan,95,"Flashspan provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",19.18,Transportation,True,14843182,1967
Voonder,15,"Voonder is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",15.5,Healthcare,False,31525237,2003
Digitube,96,"Digitube offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",99.7,Retail,True,45335647,1953
Yodel,45,"Yodel is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",18.06,Healthcare,True,20116148,2013
Pixoboo,94,"Pixoboo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",7.53,Manufacturing,False,19786974,1993
Blogtag,24,"Blogtag specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",87.04,Manufacturing,True,37430379,1988
Fivechat,12,"Fivechat provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",91.99,Finance,False,19178691,1946
Topicware,13,"Topicware provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",39.79,Finance,True,26652005,2004
Dabvine,60,"Dabvine is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",58.84,Healthcare,True,20532160,1911
Janyx,38,"Janyx is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",29.01,Hospitality,False,28454837,1923
Twitternation,70,"Twitternation provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",0.66,Transportation,False,21523608,1965
Bubblemix,21,"Bubblemix is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",5.33,Healthcare,True,47333856,1919
Demimbu,50,"Demimbu is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",57.32,Healthcare,False,45737502,1975
Pixonyx,27,"Pixonyx is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",16.65,Healthcare,True,3118876,2004
Aimbu,70,"Aimbu specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",42.9,Manufacturing,False,42714253,1922
Miboo,78,"Miboo offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",89.83,Technology,True,45909099,1938
Gabcube,54,"Gabcube is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",97.95,Healthcare,False,30262984,1983
Yotz,83,"Yotz provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",64.16,Finance,False,42852833,1950
